chr,start,start_snpid,end,end_snpid,mex,nsnp,dis
8,169013325,SYN36468,169127002,SYN25130,0.798234782608696,10,113677
8,169624649,SYN21885,169792196,SYN34539,1.05625815217391,8,167547
8,171213375,PUT-163a-78089347-4225,171214402,PUT-163a-26557278-1605,0.28555797101449,3,1027
8,171302381,PZA00189.23,171598685,SYN11251,0.380207093821512,19,296304
8,172223355,PUT-163a-37416849-2023,172224419,PUT-163a-88749542-4536,0.706695652173916,5,1064
8,173177834,SYN11401,173251700,SYN11404,0.9085652173913,3,73866
8,173714715,SYNGENTA14235,173800087,SYN10419,0.65692753623188,6,85372
8,173975164,SYN22252,173977740,PZE-108134421,1.40630434782609,2,2576
8,174426316,SYN20804,174775584,PZE-108135302,0.60615217391304,12,349268
9,405220,PZE-109000243,415627,PZE-109000237,0.61230434782609,2,10407
9,1748837,SYN26170,1873703,PZE-109001327,0.524847826086955,2,124866
9,2119866,PZE-109001536,2213682,PZE-109001692,0.810652173913044,6,93816
9,3477153,PZE-109002854,3477314,PZE-109002852,0.23208695652174,2,161
9,3840821,PZE-109003288,4115556,SYN28653,0.55404347826087,15,274735
9,4652228,SYN30861,4840954,SYN22277,0.35141304347826,5,188726
9,5288476,PZE-109004775,5348891,PZE-109004718,0.58346376811594,3,60415
9,5876629,PZE-109005303,6006934,PZE-109005418,0.701340579710147,3,130305
9,7394666,PUT-163a-71426617-3241,7660754,SYN32614,0.739649068322981,7,266088
9,7958802,SYN39069,7960037,SYN39067,0.63517391304348,4,1235
9,8414792,SYN13447,8415633,SYN13449,1.72047826086957,3,841
9,8741151,PZE-109008133,8954555,SYN20003,2.02509782608696,10,213404
9,10131375,PZE-109009342,10277078,PZE-109009392,0.43397826086957,3,145703
9,10597435,PZE-109009601,10630759,PZE-109009619,0.437489130434785,2,33324
9,11217681,PZE-109010252,11233351,SYN31947,1.12392028985507,3,15670
9,11778827,PZE-109011385,12343404,PZE-109011715,2.04137608695652,20,564577
9,12621579,PZE-109011993,12983891,PZE-109012555,0.565493478260868,10,362312
9,13429438,PZE-109012939,13452442,PZE-109013008,1.64363768115942,6,23004
9,13915168,PZE-109013689,13915213,PZE-109013690,0.235902173913045,2,45
9,14535102,SYN11769,14577580,PZE-109014671,0.654052795031056,7,42478
9,15610493,PZE-109015513,16179673,PZE-109015923,0.444682065217391,16,569180
9,16680615,SYN16077,16728980,SYN16080,0.24486956521739,6,48365
9,17640512,PZE-109017457,18620935,PZE-109018226,0.39398291925466,14,980423
9,19924238,PZE-109019565,19931621,PZE-109019592,0.385043478260867,3,7383
9,20971130,PZE-109021109,20976775,SYN15749,0.28660869565217,3,5645
9,21967141,PZE-109021713,22056017,PZE-109021854,0.38626086956522,7,88876
9,23059639,SYN34127,23210395,SYN6550,0.255521739130435,4,150756
9,23540249,SYN5266,23754839,SYN34182,0.55610869565217,4,214590
9,26477793,PZE-109025969,27015269,SYN32327,0.448971739130434,20,537476
9,32946981,PZE-109029553,42289811,PZE-109033621,1.51431672240803,130,9342830
9,47489777,PZE-109035799,66391333,PZE-109047415,1.06739670910401,181,18901556
9,66588888,PZE-109047293,67292782,PZE-109040519,0.531635265700482,9,703894
9,69790574,PZE-109039199,74136775,PZE-109043553,0.91714504076087,64,4346201
9,75758158,PZE-109044296,77638315,PZE-109045108,1.12788608695652,25,1880157
9,87977999,PZE-109050242,89206574,PZE-109050944,1.29357971014493,24,1228575
9,89543796,PZE-109051446,90009821,PZE-109051663,1.6285652173913,7,466025
9,93280586,PZE-109053707,96073942,PZE-109054943,1.81525217391304,55,2793356
9,99909644,PZE-109058064,101356895,PZE-109059124,1.81869635343619,31,1447251
9,102093277,PZB01899.1,102518991,PZE-109060220,0.623135869565217,12,425714
9,104847885,PZE-109062205,105501283,SYN34267,0.275812111801246,14,653398
9,105606078,PZE-109062535,105667576,PZE-109062557,0.368260869565215,2,61498
9,106037397,PZE-109063133,107840288,SYN35518,1.133625,20,1802891
9,108708874,PZE-109065881,109317794,PZE-109066387,0.402520186335403,14,608920
9,110713902,ZM001821-0944,111087331,PZE0003935166,0.33147826086957,11,373429
9,111665960,PZE-109067808,111906260,PZE-109068097,0.327817391304348,5,240300
9,113062409,PZE-109068897,113422360,PZE-109069073,0.497739130434787,3,359951
9,116272960,PZE-109071550,116443653,PZE-109071755,0.973608695652175,6,170693
9,117044750,PZE-109072385,117051754,PZE-109072454,0.983282608695655,2,7004
9,121587239,SYN4635,122834376,PZE-109075820,0.554467391304345,18,1247137
9,125563936,PZE-109077933,126721936,PZE-109078603,0.970684143222503,17,1158000
9,127426944,PZE-109079358,127650377,PZE-109079696,0.533408212560387,9,223433
9,128715601,PZE-109080799,128776360,PZE-109080813,0.443557971014493,3,60759
9,130494643,SYN3443,130884999,PZE-109082237,0.720717391304344,17,390356
9,131380721,SYN34097,131381147,SYN34099,0.36871739130435,3,426
9,131724860,PZE-109083049,132814746,SYN35841,0.510065217391305,10,1089886
9,134284675,PZE-109085547,134544459,PZE-109085791,0.90413043478261,9,259784
9,136040088,PZE-109087443,136084461,SYN27758,0.430695652173912,5,44373
9,136476503,SYNGENTA15117,136583562,SYN38269,0.801252717391305,8,107059
9,137411466,SYN7736,137413641,PUT-163a-94480077-4903,2.52018115942029,3,2175
9,137784138,PZE-109089873,137787366,PZE-109089936,0.717804347826083,3,3228
9,138014842,PZE-109090136,138312159,SYN8886,0.992043478260872,5,297317
9,139215281,PZE-109092156,139406597,PUT-163a-18173577-1400,0.571369565217391,9,191316
9,139954558,PZE-109093461,140219941,PZE-109093912,0.352391304347824,13,265383
9,141469803,SYN11597,141476998,SYN11601,1.30780434782609,6,7195
9,142945372,SYN30951,142957174,PZE-109097755,1.31789673913044,4,11802
9,143897835,SYN27711,143906100,PZE-109098921,0.23121739130435,3,8265
9,144785153,PZE-109100121,144800224,SYN22241,1.22751086956522,4,15071
9,144882817,ZM008459-0215,145041919,PUT-163a-148938321-429,1.06552173913043,3,159102
9,146872932,PZE-109103540,146872957,PZA02197.1,0.20180434782609,2,25
9,147290584,PZE-109103952,147511324,PZE-109104633,0.953100000000001,20,220740
9,147615577,PZE-109104793,147616696,PZE-109104798,0.40458695652174,2,1119
9,147959320,PZE-109105874,147981914,PZE-109106057,0.478202898550727,3,22594
9,149119731,PZE-109107497,149169318,PZE-109107539,0.254644927536235,6,49587
9,149751906,PZE-109109031,149991030,PZE-109109342,0.528195652173914,11,239124
9,150644606,PZE-109109841,150715717,PZE-109109928,0.48419565217391,4,71111
9,151993440,PZE-109113950,152049003,PZE-109113974,1.10269565217391,5,55563
9,152494067,PZE-109115209,152646064,SYN8363,0.23547826086957,7,151997
9,152679459,SYN8354,152682249,PZE-109115639,0.43565217391304,2,2790
9,153562715,SYN24328,153610750,PZE-109118017,0.973292490118577,11,48035
9,153694093,SYN15948,153750609,SYN15966,2.7468152173913,6,56516
9,154565566,SYN6658,154605135,SYN23705,1.91213043478261,6,39569
10,1153778,PZE-110000228,1157706,PZE-110000234,0.412782608695655,2,3928
10,1543058,PZE-110000614,1631939,PZE-110000629,0.46970652173913,2,88881
10,1917824,ZM015154-0162,1919728,PZE-110001351,0.365326086956525,2,1904
10,2434554,SYN17621,2446890,PZE-110002415,0.68665217391304,7,12336
10,4527185,SYN14833,4528404,SYN14834,1.12141304347826,4,1219
10,4649550,SYN4482,4666194,SYN4496,0.37795652173913,3,16644
10,5725146,PZE-110007514,5739176,SYN17100,0.520239130434784,5,14030
10,6529762,PZE-110008784,6537612,PZE-110008833,0.257184782608695,2,7850
10,6591261,PZE-110008899,6659997,PZE-110008936,0.575190217391302,4,68736
10,7154635,PZE-110009334,7919113,PZE-110009748,0.77521739130435,11,764478
10,8276909,PZE-110009869,8355158,PZE-110009907,1.09623913043479,2,78249
10,8705031,PZE-110010024,8932315,PZE-110010401,1.02484492753623,15,227284
10,10142643,SYN12618,10284191,SYN12509,0.92760869565217,7,141548
10,10668926,PZE-110012284,10825299,PZE-110012360,0.826039130434783,5,156373
10,11195384,PZE-110012703,11195540,SYN4993,0.644702898550723,3,156
10,11722338,PZE-110013051,12102986,PZE-110013362,0.256389130434781,10,380648
10,14446603,PZE-110014871,14496228,PZE-110014882,0.668179347826085,4,49625
10,15393160,PZE-110015570,16508380,PZE-110016185,0.855093267882188,31,1115220
10,19643499,PZE-110017624,21551571,SYN16539,0.827937587657782,31,1908072
10,24605589,PZE-110019647,24612197,PZE-110019656,0.424926630434782,8,6608
10,25279249,PZE-110020065,25563165,PZE-110020166,0.779958333333334,12,283916
10,61384666,PZE-110032692,65475745,PZE-110034428,1.05540911835749,72,4091079
10,66016445,PZE-110034738,66174772,PZE-110034840,0.250710144927537,3,158327
10,67226379,PZE-110035502,67363148,PZE-110035567,0.30597463768116,6,136769
10,67933073,PZE-110035766,68815564,PZE-110036100,0.761391304347825,11,882491
10,69587659,PZE-110036445,70633663,PZE-110037004,0.69861652173913,25,1046004
10,74889415,PZE-110038912,75579226,PZE-110039214,0.486927536231883,3,689811
10,76638537,SYN22037,76645374,SYN22043,0.411521739130435,6,6837
10,77258388,PZE-110040162,77260315,PZE-110040193,0.64378260869565,2,1927
10,77534916,PZE-110040601,77556841,PZE-110040622,0.326913043478261,3,21925
10,78373012,PZE-110041090,79144162,PZE-110041371,1.35083913043478,10,771150
10,82175550,PZE-110043117,82850420,PZE-110043443,0.557451863354039,14,674870
10,83594630,PZE-110043783,84032130,PZE-110044119,1.42563526570048,9,437500
10,84071836,PZE-110044161,84072087,PZE-110044163,0.4256884057971,3,251
10,85834561,PZE-110045482,86102436,PZE-110045612,0.349391304347827,6,267875
10,91358505,PZE-110048719,91929519,PZE-110049046,0.476443734015344,17,571014
10,92033667,PZE-110049179,92034110,PZE-110049183,0.36245652173913,4,443
10,93277338,PZE-110049572,93686654,PZA03530.2,1.04162111801242,7,409316
10,94155639,PZE-110049863,94200010,PZE-110050012,0.406543478260869,3,44371
10,94698918,PZE-110050177,94727615,ZM009620-0299,1.04161956521739,2,28697
10,95123609,PZE-110050401,99108072,PZE-110052414,1.19016062801932,54,3984463
10,99471557,PZE-110052967,99622638,PZE-110053003,0.342296195652174,8,151081
10,101892272,PZE-110053754,101933970,PZE-110053819,0.502333333333333,3,41698
10,103632968,PZE-110054529,105855168,PZE-110055163,0.255652173913043,15,2222200
10,106460385,PZE-110055538,107313860,PZE-110055826,0.87184782608696,21,853475
10,107762334,SYN17940,108359988,PZE-110056279,0.66694565217391,18,597654
10,113712257,SYN16793,113943489,PZE-110059855,0.575900000000002,15,231232
10,114114444,SYN35611,115440570,PZE-110060993,1.34455539971949,31,1326126
10,117855995,PZE-110062942,117898171,PZE-110062953,0.32891304347826,2,42176
10,117991482,PHM13687.14,118836695,PZE-110063475,0.66523913043478,13,845213
10,123821658,PZE-110067273,124068190,SYN15050,0.22458695652174,7,246532
10,126143032,PZE-110069267,126652300,PZE-110069715,0.573195652173913,12,509268
10,127247580,PZE-110070241,127261630,PZE-110070387,0.331065217391305,4,14050
10,132954431,ZM013979-0369,132970062,PZE-110077699,0.484486956521738,5,15631
10,133714022,PZE-110079148,133714104,PZE-110079152,0.30704347826087,2,82
10,134057772,PZE-110079791,134719287,PZE-110080741,2.552192431562,27,661515
10,135327236,PZE-110082048,135330973,PZE-110082080,0.598282608695655,2,3737
10,136105175,PZE-110083653,136106175,PZE-110083667,0.253532608695655,2,1000
10,136933670,SYNGENTA0377,136934188,SYNGENTA0391,0.525311594202897,3,518
10,137282014,PZE-110085687,137290148,PZE-110085760,0.98982608695652,3,8134
10,137952519,SYN9254,137995561,SYN18465,0.69708695652174,10,43042
10,138212884,SYN21905,138345648,PZE-110087958,0.53513043478261,5,132764
10,138882013,PZE-110088808,139011162,PZE-110088931,0.561978260869565,2,129149
10,139840628,PZE-110090412,140305449,PZE-110091103,1.04256211180124,14,464821
10,141297647,PZE-110093304,141298245,PZE-110093311,0.395184782608695,2,598
10,142034125,SYN9690,142281160,PZE-110095272,0.555353864734303,18,247035
10,142920500,SYN39312,143379597,SYN650,0.589024844720496,14,459097
10,143389788,PZE-110097576,143443359,PZE-110097736,0.370862318840578,6,53571
10,143933712,PZE-110098492,144446323,SYN15700,0.579757763975154,14,512611
10,145192899,PZE-110101412,145199309,PZE-110101513,0.782565217391305,2,6410
10,145397193,PZE-110102174,145397729,PZE-110102178,0.90145652173913,2,536
10,145620822,SYN11610,145894425,PZE-110102725,0.46104347826087,3,273603
10,146075877,SYN15271,146114945,SYNGENTA16137,0.392291925465838,7,39068
10,147118940,PZE-110105426,147150364,SYN22569,0.504072463768117,6,31424
10,147402365,PUT-163a-149100124-916,147404812,PZE-110106563,0.478260869565215,4,2447
10,147579602,PUT-163a-50325618-2180,147838864,SYN19288,0.784467391304346,16,259262
10,148435462,PZE-110109001,148515533,PZE-110109454,1.11507453416149,7,80071
10,148998873,SYN36514,150096952,PZE-110111440,0.55541304347826,16,1098079
